Algorithm,Trace File,Page Frames,Total Disk Reads,Total Disk Writes,Page Fault Rate
rand,gcc.trace,1,716106,104942,0.7161
lru,gcc.trace,1,716106,104942,0.7161
clock,gcc.trace,1,716106,104942,0.7161
rand,bzip.trace,1,629737,118475,0.6297
lru,bzip.trace,1,629737,118475,0.6297
clock,bzip.trace,1,629737,118475,0.6297
rand,sixpack.trace,1,792379,159542,0.7924
lru,sixpack.trace,1,792379,159542,0.7924
clock,sixpack.trace,1,792379,159542,0.7924
rand,swim.trace,1,763444,66432,0.7634
lru,swim.trace,1,763444,66432,0.7634
clock,swim.trace,1,763444,66432,0.7634
rand,gcc.trace,2,467288,76160,0.4673
lru,gcc.trace,2,403955,74158,0.4040
clock,gcc.trace,2,460912,76432,0.4609
rand,bzip.trace,2,242325,54060,0.2423
lru,bzip.trace,2,154429,44024,0.1544
clock,bzip.trace,2,228838,54321,0.2288
rand,sixpack.trace,2,541696,133439,0.5417
lru,sixpack.trace,2,483161,135857,0.4832
clock,sixpack.trace,2,529237,136484,0.5292
rand,swim.trace,2,556703,60820,0.5567
lru,swim.trace,2,470679,60029,0.4707
clock,swim.trace,2,541458,60678,0.5415
rand,gcc.trace,3,370820,62926,0.3708
lru,gcc.trace,3,297133,55286,0.2971
clock,gcc.trace,3,342995,61879,0.3430
rand,bzip.trace,3,171907,43752,0.1719
lru,bzip.trace,3,120104,37311,0.1201
clock,bzip.trace,3,146923,46480,0.1469
rand,sixpack.trace,3,424114,107916,0.4241
lru,sixpack.trace,3,367558,101292,0.3676
clock,sixpack.trace,3,410355,111554,0.4104
rand,swim.trace,3,476308,58947,0.4763
lru,swim.trace,3,391266,57689,0.3913
clock,swim.trace,3,435517,58603,0.4355
rand,gcc.trace,4,316567,54799,0.3166
lru,gcc.trace,4,243809,43187,0.2438
clock,gcc.trace,4,276968,51481,0.2770
rand,bzip.trace,4,131425,37629,0.1314
lru,bzip.trace,4,92770,35650,0.0928
clock,bzip.trace,4,111442,37740,0.1114
rand,sixpack.trace,4,355208,89605,0.3552
lru,sixpack.trace,4,282620,71260,0.2826
clock,sixpack.trace,4,329368,88943,0.3294
rand,swim.trace,4,428094,57803,0.4281
lru,swim.trace,4,346936,56045,0.3469
clock,swim.trace,4,380682,57213,0.3807
rand,gcc.trace,5,279735,48515,0.2797
lru,gcc.trace,5,217806,36078,0.2178
clock,gcc.trace,5,239348,43715,0.2393
rand,bzip.trace,5,101240,31666,0.1012
lru,bzip.trace,5,67548,21392,0.0675
clock,bzip.trace,5,91344,32358,0.0913
rand,sixpack.trace,5,308936,76905,0.3089
lru,sixpack.trace,5,234662,52196,0.2347
clock,sixpack.trace,5,274164,70292,0.2742
rand,swim.trace,5,393965,56971,0.3940
lru,swim.trace,5,326713,55058,0.3267
clock,swim.trace,5,346170,56225,0.3462
rand,gcc.trace,6,253813,44280,0.2538
lru,gcc.trace,6,199245,31030,0.1992
clock,gcc.trace,6,214500,37847,0.2145
rand,bzip.trace,6,76530,25949,0.0765
lru,bzip.trace,6,43585,14617,0.0436
clock,bzip.trace,6,63386,23235,0.0634
rand,sixpack.trace,6,276256,67593,0.2763
lru,sixpack.trace,6,207280,41908,0.2073
clock,sixpack.trace,6,236025,56197,0.2360
rand,swim.trace,6,366223,56214,0.3662
lru,swim.trace,6,311005,54444,0.3110
clock,swim.trace,6,322887,55452,0.3229
rand,gcc.trace,7,233526,40348,0.2335
lru,gcc.trace,7,184141,27136,0.1841
clock,gcc.trace,7,196688,33338,0.1967
rand,bzip.trace,7,58881,21161,0.0589
lru,bzip.trace,7,38379,14426,0.0384
clock,bzip.trace,7,40696,14573,0.0407
rand,sixpack.trace,7,251032,60364,0.2510
lru,sixpack.trace,7,189472,36062,0.1895
clock,sixpack.trace,7,210289,46757,0.2103
rand,swim.trace,7,342332,55426,0.3423
lru,swim.trace,7,297320,53939,0.2973
clock,swim.trace,7,306676,54801,0.3067
rand,gcc.trace,8,216664,37207,0.2167
lru,gcc.trace,8,171186,23983,0.1712
clock,gcc.trace,8,181856,29401,0.1819
rand,bzip.trace,8,43964,16364,0.0440
lru,bzip.trace,8,30691,11092,0.0307
clock,bzip.trace,8,46164,17568,0.0462
rand,sixpack.trace,8,230975,54541,0.2310
lru,sixpack.trace,8,176496,32717,0.1765
clock,sixpack.trace,8,191760,40261,0.1918
rand,swim.trace,8,321089,54333,0.3211
lru,swim.trace,8,285375,53614,0.2854
clock,swim.trace,8,293519,54327,0.2935
rand,gcc.trace,9,203385,34735,0.2034
lru,gcc.trace,9,160290,21632,0.1603
clock,gcc.trace,9,169348,26208,0.1693
rand,bzip.trace,9,30449,11797,0.0304
lru,bzip.trace,9,23900,7789,0.0239
clock,bzip.trace,9,41877,17159,0.0419
rand,sixpack.trace,9,213623,49720,0.2136
lru,sixpack.trace,9,165150,30243,0.1651
clock,sixpack.trace,9,177123,35726,0.1771
rand,swim.trace,9,301658,53227,0.3017
lru,swim.trace,9,272487,53388,0.2725
clock,swim.trace,9,280204,53940,0.2802
rand,gcc.trace,10,192276,32656,0.1923
lru,gcc.trace,10,150734,19837,0.1507
clock,gcc.trace,10,158661,23557,0.1587
rand,bzip.trace,10,17302,6943,0.0173
lru,bzip.trace,10,17120,7646,0.0171
clock,bzip.trace,10,29228,11773,0.0292
rand,sixpack.trace,10,199860,46050,0.1999
lru,sixpack.trace,10,154678,28147,0.1547
clock,sixpack.trace,10,164206,31920,0.1642
rand,swim.trace,10,283433,51627,0.2834
lru,swim.trace,10,257655,53212,0.2577
clock,swim.trace,10,264816,53662,0.2648
rand,gcc.trace,11,182425,30796,0.1824
lru,gcc.trace,11,142365,18404,0.1424
clock,gcc.trace,11,150083,21648,0.1501
rand,bzip.trace,11,5969,1920,0.0060
lru,bzip.trace,11,4108,1237,0.0041
clock,bzip.trace,11,4401,1316,0.0044
rand,sixpack.trace,11,187381,42630,0.1874
lru,sixpack.trace,11,144839,26049,0.1448
clock,sixpack.trace,11,152928,29009,0.1529
rand,swim.trace,11,266927,50147,0.2669
lru,swim.trace,11,241668,53003,0.2417
clock,swim.trace,11,249338,53432,0.2493
rand,gcc.trace,12,174418,29168,0.1744
lru,gcc.trace,12,135421,17280,0.1354
clock,gcc.trace,12,142502,20050,0.1425
rand,bzip.trace,12,5662,1866,0.0057
lru,bzip.trace,12,3907,1196,0.0039
clock,bzip.trace,12,4126,1273,0.0041
rand,sixpack.trace,12,176832,39884,0.1768
lru,sixpack.trace,12,135644,24050,0.1356
clock,sixpack.trace,12,143122,26638,0.1431
rand,swim.trace,12,250661,48266,0.2507
lru,swim.trace,12,225819,52445,0.2258
clock,swim.trace,12,236445,53183,0.2364
rand,gcc.trace,13,167277,27880,0.1673
lru,gcc.trace,13,129599,16406,0.1296
clock,gcc.trace,13,136246,18915,0.1362
rand,bzip.trace,13,5148,1696,0.0051
lru,bzip.trace,13,3734,1177,0.0037
clock,bzip.trace,13,3884,1207,0.0039
rand,sixpack.trace,13,167618,37449,0.1676
lru,sixpack.trace,13,127454,22387,0.1275
clock,sixpack.trace,13,134851,24736,0.1349
rand,swim.trace,13,235282,46106,0.2353
lru,swim.trace,13,210371,51212,0.2104
clock,swim.trace,13,225902,52703,0.2259
rand,gcc.trace,14,160973,26729,0.1610
lru,gcc.trace,14,124665,15705,0.1247
clock,gcc.trace,14,130648,17902,0.1306
rand,bzip.trace,14,4957,1632,0.0050
lru,bzip.trace,14,3598,1146,0.0036
clock,bzip.trace,14,3710,1183,0.0037
rand,sixpack.trace,14,158517,35083,0.1585
lru,sixpack.trace,14,120132,21034,0.1201
clock,sixpack.trace,14,127462,23193,0.1275
rand,swim.trace,14,221214,44159,0.2212
lru,swim.trace,14,195919,49476,0.1959
clock,swim.trace,14,215630,51953,0.2156
rand,gcc.trace,15,155532,25610,0.1555
lru,gcc.trace,15,120387,15172,0.1204
clock,gcc.trace,15,125857,17081,0.1259
rand,bzip.trace,15,4730,1574,0.0047
lru,bzip.trace,15,3464,1092,0.0035
clock,bzip.trace,15,3576,1157,0.0036
rand,sixpack.trace,15,151585,33582,0.1516
lru,sixpack.trace,15,113953,20096,0.1140
clock,sixpack.trace,15,121041,22005,0.1210
rand,swim.trace,15,208121,42379,0.2081
lru,swim.trace,15,183158,47753,0.1832
clock,swim.trace,15,204541,50621,0.2045
rand,gcc.trace,16,150400,24854,0.1504
lru,gcc.trace,16,116604,14749,0.1166
clock,gcc.trace,16,121682,16376,0.1217
rand,bzip.trace,16,4492,1495,0.0045
lru,bzip.trace,16,3344,1069,0.0033
clock,bzip.trace,16,3468,1128,0.0035
rand,sixpack.trace,16,145002,31859,0.1450
lru,sixpack.trace,16,108682,19342,0.1087
clock,sixpack.trace,16,115206,20951,0.1152
rand,swim.trace,16,194934,40137,0.1949
lru,swim.trace,16,171961,46293,0.1720
clock,swim.trace,16,191848,48350,0.1918
rand,gcc.trace,17,145898,24136,0.1459
lru,gcc.trace,17,113313,14389,0.1133
clock,gcc.trace,17,117882,15802,0.1179
rand,bzip.trace,17,4333,1444,0.0043
lru,bzip.trace,17,3215,1053,0.0032
clock,bzip.trace,17,3380,1113,0.0034
rand,sixpack.trace,17,138845,30521,0.1388
lru,sixpack.trace,17,103968,18721,0.1040
clock,sixpack.trace,17,109997,20102,0.1100
rand,swim.trace,17,183608,38096,0.1836
lru,swim.trace,17,160481,44203,0.1605
clock,swim.trace,17,175988,44629,0.1760
rand,gcc.trace,18,142080,23408,0.1421
lru,gcc.trace,18,110354,14123,0.1104
clock,gcc.trace,18,114639,15371,0.1146
rand,bzip.trace,18,4145,1369,0.0041
lru,bzip.trace,18,3154,1039,0.0032
clock,bzip.trace,18,3305,1104,0.0033
rand,sixpack.trace,18,133405,29245,0.1334
lru,sixpack.trace,18,99691,18159,0.0997
clock,sixpack.trace,18,105231,19360,0.1052
rand,swim.trace,18,172164,35922,0.1722
lru,swim.trace,18,147425,40721,0.1474
clock,swim.trace,18,157879,39649,0.1579
rand,gcc.trace,19,137613,22569,0.1376
lru,gcc.trace,19,107544,13869,0.1075
clock,gcc.trace,19,111673,14985,0.1117
rand,bzip.trace,19,3964,1353,0.0040
lru,bzip.trace,19,3059,1012,0.0031
clock,bzip.trace,19,3237,1088,0.0032
rand,sixpack.trace,19,128334,28070,0.1283
lru,sixpack.trace,19,95766,17707,0.0958
clock,sixpack.trace,19,101002,18725,0.1010
rand,swim.trace,19,162166,34071,0.1622
lru,swim.trace,19,131942,35733,0.1319
clock,swim.trace,19,141300,35079,0.1413
rand,gcc.trace,20,134222,21845,0.1342
lru,gcc.trace,20,105097,13601,0.1051
clock,gcc.trace,20,108959,14651,0.1090
rand,bzip.trace,20,3791,1272,0.0038
lru,bzip.trace,20,3001,1000,0.0030
clock,bzip.trace,20,3162,1068,0.0032
rand,sixpack.trace,20,124133,27063,0.1241
lru,sixpack.trace,20,92319,17255,0.0923
clock,sixpack.trace,20,97316,18174,0.0973
rand,swim.trace,20,153289,32377,0.1533
lru,swim.trace,20,115939,29937,0.1159
clock,swim.trace,20,127577,31350,0.1276
rand,gcc.trace,21,131734,21366,0.1317
lru,gcc.trace,21,102823,13389,0.1028
clock,gcc.trace,21,106652,14348,0.1067
rand,bzip.trace,21,3660,1246,0.0037
lru,bzip.trace,21,2936,980,0.0029
clock,bzip.trace,21,3108,1059,0.0031
rand,sixpack.trace,21,119568,25951,0.1196
lru,sixpack.trace,21,89066,16848,0.0891
clock,sixpack.trace,21,93702,17735,0.0937
rand,swim.trace,21,144281,30580,0.1443
lru,swim.trace,21,101613,24893,0.1016
clock,swim.trace,21,116203,28306,0.1162
rand,gcc.trace,22,128031,20747,0.1280
lru,gcc.trace,22,100772,13212,0.1008
clock,gcc.trace,22,104457,14086,0.1045
rand,bzip.trace,22,3523,1187,0.0035
lru,bzip.trace,22,2870,951,0.0029
clock,bzip.trace,22,3037,1045,0.0030
rand,sixpack.trace,22,116131,25346,0.1161
lru,sixpack.trace,22,86113,16479,0.0861
clock,sixpack.trace,22,90643,17324,0.0906
rand,swim.trace,22,136268,28879,0.1363
lru,swim.trace,22,90373,21102,0.0904
clock,swim.trace,22,106178,25626,0.1062
rand,gcc.trace,23,125323,20297,0.1253
lru,gcc.trace,23,98930,13046,0.0989
clock,gcc.trace,23,102391,13829,0.1024
rand,bzip.trace,23,3485,1164,0.0035
lru,bzip.trace,23,2774,914,0.0028
clock,bzip.trace,23,3020,1038,0.0030
rand,sixpack.trace,23,112097,24386,0.1121
lru,sixpack.trace,23,83458,16160,0.0835
clock,sixpack.trace,23,87859,16925,0.0879
rand,swim.trace,23,129031,27653,0.1290
lru,swim.trace,23,82116,18536,0.0821
clock,swim.trace,23,97438,23183,0.0974
rand,gcc.trace,24,122883,20015,0.1229
lru,gcc.trace,24,97076,12860,0.0971
clock,gcc.trace,24,100413,13589,0.1004
rand,bzip.trace,24,3382,1137,0.0034
lru,bzip.trace,24,2702,909,0.0027
clock,bzip.trace,24,2917,980,0.0029
rand,sixpack.trace,24,108812,23683,0.1088
lru,sixpack.trace,24,81089,15809,0.0811
clock,sixpack.trace,24,85324,16603,0.0853
rand,swim.trace,24,121759,26024,0.1218
lru,swim.trace,24,75882,16800,0.0759
clock,swim.trace,24,89297,21027,0.0893
rand,gcc.trace,25,120608,19543,0.1206
lru,gcc.trace,25,95280,12681,0.0953
clock,gcc.trace,25,98516,13392,0.0985
rand,bzip.trace,25,3238,1085,0.0032
lru,bzip.trace,25,2642,895,0.0026
clock,bzip.trace,25,2835,968,0.0028
rand,sixpack.trace,25,105917,23049,0.1059
lru,sixpack.trace,25,78896,15520,0.0789
clock,sixpack.trace,25,82870,16272,0.0829
rand,swim.trace,25,115774,24858,0.1158
lru,swim.trace,25,70793,15395,0.0708
clock,swim.trace,25,82218,19013,0.0822
rand,gcc.trace,26,117640,19087,0.1176
lru,gcc.trace,26,93547,12526,0.0935
clock,gcc.trace,26,96701,13184,0.0967
rand,bzip.trace,26,3047,1007,0.0030
lru,bzip.trace,26,2544,860,0.0025
clock,bzip.trace,26,2762,951,0.0028
rand,sixpack.trace,26,103050,22602,0.1031
lru,sixpack.trace,26,76853,15230,0.0769
clock,sixpack.trace,26,80753,15986,0.0808
rand,swim.trace,26,110142,23702,0.1101
lru,swim.trace,26,66238,14086,0.0662
clock,swim.trace,26,75996,17225,0.0760
rand,gcc.trace,27,115844,18768,0.1158
lru,gcc.trace,27,91883,12391,0.0919
clock,gcc.trace,27,94994,13008,0.0950
rand,bzip.trace,27,2963,992,0.0030
lru,bzip.trace,27,2471,830,0.0025
clock,bzip.trace,27,2713,913,0.0027
rand,sixpack.trace,27,100413,21892,0.1004
lru,sixpack.trace,27,75034,14962,0.0750
clock,sixpack.trace,27,78670,15611,0.0787
rand,swim.trace,27,104755,22625,0.1048
lru,swim.trace,27,62117,12925,0.0621
clock,swim.trace,27,70719,15827,0.0707
rand,gcc.trace,28,113661,18391,0.1137
lru,gcc.trace,28,90243,12266,0.0902
clock,gcc.trace,28,93415,12861,0.0934
rand,bzip.trace,28,2962,959,0.0030
lru,bzip.trace,28,2301,768,0.0023
clock,bzip.trace,28,2429,785,0.0024
rand,sixpack.trace,28,97555,21195,0.0976
lru,sixpack.trace,28,73341,14691,0.0733
clock,sixpack.trace,28,76888,15361,0.0769
rand,swim.trace,28,99411,21609,0.0994
lru,swim.trace,28,58425,11905,0.0584
clock,swim.trace,28,66066,14559,0.0661
rand,gcc.trace,29,111927,18165,0.1119
lru,gcc.trace,29,88729,12130,0.0887
clock,gcc.trace,29,91829,12676,0.0918
rand,bzip.trace,29,2750,921,0.0027
lru,bzip.trace,29,2260,753,0.0023
clock,bzip.trace,29,2394,778,0.0024
rand,sixpack.trace,29,95472,20906,0.0955
lru,sixpack.trace,29,71751,14442,0.0718
clock,sixpack.trace,29,75236,15125,0.0752
rand,swim.trace,29,95671,20686,0.0957
lru,swim.trace,29,55273,11084,0.0553
clock,swim.trace,29,62413,13606,0.0624
rand,gcc.trace,30,109870,17792,0.1099
lru,gcc.trace,30,87197,11993,0.0872
clock,gcc.trace,30,90537,12571,0.0905
rand,bzip.trace,30,2728,911,0.0027
lru,bzip.trace,30,2236,738,0.0022
clock,bzip.trace,30,2356,766,0.0024
rand,sixpack.trace,30,93009,20378,0.0930
lru,sixpack.trace,30,70374,14196,0.0704
clock,sixpack.trace,30,73732,14861,0.0737
rand,swim.trace,30,91075,19831,0.0911
lru,swim.trace,30,52625,10501,0.0526
clock,swim.trace,30,58829,12694,0.0588
rand,gcc.trace,31,108507,17537,0.1085
lru,gcc.trace,31,85760,11864,0.0858
clock,gcc.trace,31,89130,12426,0.0891
rand,bzip.trace,31,2613,886,0.0026
lru,bzip.trace,31,2178,720,0.0022
clock,bzip.trace,31,2304,760,0.0023
rand,sixpack.trace,31,90473,19812,0.0905
lru,sixpack.trace,31,69014,13957,0.0690
clock,sixpack.trace,31,72189,14638,0.0722
rand,swim.trace,31,87566,18993,0.0876
lru,swim.trace,31,50300,10038,0.0503
clock,swim.trace,31,55678,11844,0.0557
rand,gcc.trace,32,106622,17249,0.1066
lru,gcc.trace,32,84401,11737,0.0844
clock,gcc.trace,32,87686,12293,0.0877
rand,bzip.trace,32,2642,878,0.0026
lru,bzip.trace,32,2133,702,0.0021
clock,bzip.trace,32,2203,734,0.0022
rand,sixpack.trace,32,88772,19441,0.0888
lru,sixpack.trace,32,67747,13730,0.0677
clock,sixpack.trace,32,70849,14432,0.0708
rand,swim.trace,32,83518,18174,0.0835
lru,swim.trace,32,48254,9674,0.0483
clock,swim.trace,32,53025,11140,0.0530
rand,gcc.trace,33,105258,17041,0.1053
lru,gcc.trace,33,83127,11623,0.0831
clock,gcc.trace,33,86393,12172,0.0864
rand,bzip.trace,33,2498,812,0.0025
lru,bzip.trace,33,2075,691,0.0021
clock,bzip.trace,33,2140,712,0.0021
rand,sixpack.trace,33,87092,19168,0.0871
lru,sixpack.trace,33,66484,13499,0.0665
clock,sixpack.trace,33,69544,14244,0.0695
rand,swim.trace,33,80211,17612,0.0802
lru,swim.trace,33,46430,9373,0.0464
clock,swim.trace,33,50544,10602,0.0505
rand,gcc.trace,34,103383,16728,0.1034
lru,gcc.trace,34,81899,11505,0.0819
clock,gcc.trace,34,85133,12029,0.0851
rand,bzip.trace,34,2527,867,0.0025
lru,bzip.trace,34,1922,661,0.0019
clock,bzip.trace,34,2048,696,0.0020
rand,sixpack.trace,34,84736,18902,0.0847
lru,sixpack.trace,34,65429,13289,0.0654
clock,sixpack.trace,34,68312,14032,0.0683
rand,swim.trace,34,76773,16679,0.0768
lru,swim.trace,34,44665,9092,0.0447
clock,swim.trace,34,48484,10199,0.0485
rand,gcc.trace,35,101758,16421,0.1018
lru,gcc.trace,35,80755,11395,0.0808
clock,gcc.trace,35,83945,11928,0.0839
rand,bzip.trace,35,2459,816,0.0025
lru,bzip.trace,35,1881,647,0.0019
clock,bzip.trace,35,1913,659,0.0019
rand,sixpack.trace,35,82581,18271,0.0826
lru,sixpack.trace,35,64338,13074,0.0643
clock,sixpack.trace,35,67170,13830,0.0672
rand,swim.trace,35,74176,16202,0.0742
lru,swim.trace,35,43112,8857,0.0431
clock,swim.trace,35,46578,9766,0.0466
rand,gcc.trace,36,100362,16252,0.1004
lru,gcc.trace,36,79587,11264,0.0796
clock,gcc.trace,36,82664,11775,0.0827
rand,bzip.trace,36,2417,805,0.0024
lru,bzip.trace,36,1850,638,0.0019
clock,bzip.trace,36,1877,654,0.0019
rand,sixpack.trace,36,81498,18100,0.0815
lru,sixpack.trace,36,63294,12867,0.0633
clock,sixpack.trace,36,66119,13658,0.0661
rand,swim.trace,36,71002,15561,0.0710
lru,swim.trace,36,41613,8645,0.0416
clock,swim.trace,36,44755,9432,0.0448
rand,gcc.trace,37,99146,16008,0.0991
lru,gcc.trace,37,78515,11158,0.0785
clock,gcc.trace,37,81504,11637,0.0815
rand,bzip.trace,37,2335,779,0.0023
lru,bzip.trace,37,1795,625,0.0018
clock,bzip.trace,37,1840,643,0.0018
rand,sixpack.trace,37,79579,17732,0.0796
lru,sixpack.trace,37,62301,12683,0.0623
clock,sixpack.trace,37,64983,13412,0.0650
rand,swim.trace,37,69056,15219,0.0691
lru,swim.trace,37,40229,8456,0.0402
clock,swim.trace,37,43198,9162,0.0432
rand,gcc.trace,38,97916,15857,0.0979
lru,gcc.trace,38,77476,11044,0.0775
clock,gcc.trace,38,80418,11533,0.0804
rand,bzip.trace,38,2265,779,0.0023
lru,bzip.trace,38,1769,617,0.0018
clock,bzip.trace,38,1824,642,0.0018
rand,sixpack.trace,38,78434,17392,0.0784
lru,sixpack.trace,38,61329,12492,0.0613
clock,sixpack.trace,38,63985,13147,0.0640
rand,swim.trace,38,66597,14670,0.0666
lru,swim.trace,38,38895,8275,0.0389
clock,swim.trace,38,41568,8812,0.0416
rand,gcc.trace,39,96115,15540,0.0961
lru,gcc.trace,39,76499,10959,0.0765
clock,gcc.trace,39,79366,11423,0.0794
rand,bzip.trace,39,2245,757,0.0022
lru,bzip.trace,39,1744,610,0.0017
clock,bzip.trace,39,1792,628,0.0018
rand,sixpack.trace,39,76618,17203,0.0766
lru,sixpack.trace,39,60433,12306,0.0604
clock,sixpack.trace,39,63011,12975,0.0630
rand,swim.trace,39,64387,14258,0.0644
lru,swim.trace,39,37622,8067,0.0376
clock,swim.trace,39,40191,8577,0.0402
rand,gcc.trace,40,95454,15482,0.0955
lru,gcc.trace,40,75563,10869,0.0756
clock,gcc.trace,40,78329,11340,0.0783
rand,bzip.trace,40,2187,743,0.0022
lru,bzip.trace,40,1710,596,0.0017
clock,bzip.trace,40,1739,606,0.0017
rand,sixpack.trace,40,74987,16789,0.0750
lru,sixpack.trace,40,59591,12131,0.0596
clock,sixpack.trace,40,62115,12770,0.0621
rand,swim.trace,40,62238,13822,0.0622
lru,swim.trace,40,36485,7914,0.0365
clock,swim.trace,40,38826,8349,0.0388
rand,gcc.trace,41,94097,15136,0.0941
lru,gcc.trace,41,74666,10765,0.0747
clock,gcc.trace,41,77447,11246,0.0774
rand,bzip.trace,41,2157,738,0.0022
lru,bzip.trace,41,1663,581,0.0017
clock,bzip.trace,41,1710,591,0.0017
rand,sixpack.trace,41,73844,16619,0.0738
lru,sixpack.trace,41,58761,11962,0.0588
clock,sixpack.trace,41,61300,12617,0.0613
rand,swim.trace,41,60397,13508,0.0604
lru,swim.trace,41,35394,7766,0.0354
clock,swim.trace,41,37700,8156,0.0377
rand,gcc.trace,42,93003,15070,0.0930
lru,gcc.trace,42,73729,10652,0.0737
clock,gcc.trace,42,76525,11155,0.0765
rand,bzip.trace,42,2143,748,0.0021
lru,bzip.trace,42,1624,563,0.0016
clock,bzip.trace,42,1693,583,0.0017
rand,sixpack.trace,42,72152,16308,0.0722
lru,sixpack.trace,42,57921,11772,0.0579
clock,sixpack.trace,42,60448,12433,0.0604
rand,swim.trace,42,58551,13096,0.0586
lru,swim.trace,42,34368,7638,0.0344
clock,swim.trace,42,36534,8007,0.0365
rand,gcc.trace,43,91710,14830,0.0917
lru,gcc.trace,43,72814,10549,0.0728
clock,gcc.trace,43,75768,11085,0.0758
rand,bzip.trace,43,2062,700,0.0021
lru,bzip.trace,43,1594,547,0.0016
clock,bzip.trace,43,1688,591,0.0017
rand,sixpack.trace,43,70943,16021,0.0709
lru,sixpack.trace,43,57139,11595,0.0571
clock,sixpack.trace,43,59694,12287,0.0597
rand,swim.trace,43,56877,12695,0.0569
lru,swim.trace,43,33388,7506,0.0334
clock,swim.trace,43,35534,7858,0.0355
rand,gcc.trace,44,91063,14712,0.0911
lru,gcc.trace,44,72029,10470,0.0720
clock,gcc.trace,44,74818,10992,0.0748
rand,bzip.trace,44,2083,707,0.0021
lru,bzip.trace,44,1568,540,0.0016
clock,bzip.trace,44,1655,586,0.0017
rand,sixpack.trace,44,70084,15898,0.0701
lru,sixpack.trace,44,56376,11441,0.0564
clock,sixpack.trace,44,58915,12142,0.0589
rand,swim.trace,44,55082,12460,0.0551
lru,swim.trace,44,32482,7389,0.0325
clock,swim.trace,44,34502,7713,0.0345
rand,gcc.trace,45,89809,14505,0.0898
lru,gcc.trace,45,71191,10374,0.0712
clock,gcc.trace,45,73983,10904,0.0740
rand,bzip.trace,45,2060,694,0.0021
lru,bzip.trace,45,1548,527,0.0015
clock,bzip.trace,45,1638,576,0.0016
rand,sixpack.trace,45,68651,15690,0.0687
lru,sixpack.trace,45,55695,11286,0.0557
clock,sixpack.trace,45,58274,11982,0.0583
rand,swim.trace,45,53104,12066,0.0531
lru,swim.trace,45,31639,7285,0.0316
clock,swim.trace,45,33565,7546,0.0336
rand,gcc.trace,46,88623,14417,0.0886
lru,gcc.trace,46,70395,10296,0.0704
clock,gcc.trace,46,73195,10801,0.0732
rand,bzip.trace,46,2006,694,0.0020
lru,bzip.trace,46,1527,520,0.0015
clock,bzip.trace,46,1617,572,0.0016
rand,sixpack.trace,46,67671,15521,0.0677
lru,sixpack.trace,46,55062,11147,0.0551
clock,sixpack.trace,46,57554,11787,0.0576
rand,swim.trace,46,52064,11823,0.0521
lru,swim.trace,46,30827,7186,0.0308
clock,swim.trace,46,32618,7397,0.0326
rand,gcc.trace,47,87708,14270,0.0877
lru,gcc.trace,47,69554,10191,0.0696
clock,gcc.trace,47,72423,10732,0.0724
rand,bzip.trace,47,2004,672,0.0020
lru,bzip.trace,47,1514,515,0.0015
clock,bzip.trace,47,1562,550,0.0016
rand,sixpack.trace,47,66430,15244,0.0664
lru,sixpack.trace,47,54398,10992,0.0544
clock,sixpack.trace,47,56922,11639,0.0569
rand,swim.trace,47,50569,11513,0.0506
lru,swim.trace,47,30098,7077,0.0301
clock,swim.trace,47,31817,7286,0.0318
rand,gcc.trace,48,86877,13965,0.0869
lru,gcc.trace,48,68765,10100,0.0688
clock,gcc.trace,48,71639,10632,0.0716
rand,bzip.trace,48,1954,656,0.0020
lru,bzip.trace,48,1490,505,0.0015
clock,bzip.trace,48,1557,540,0.0016
rand,sixpack.trace,48,65293,14998,0.0653
lru,sixpack.trace,48,53807,10873,0.0538
clock,sixpack.trace,48,56243,11490,0.0562
rand,swim.trace,48,49387,11265,0.0494
lru,swim.trace,48,29383,6978,0.0294
clock,swim.trace,48,31017,7193,0.0310
rand,gcc.trace,49,85915,13814,0.0859
lru,gcc.trace,49,68020,10032,0.0680
clock,gcc.trace,49,70893,10565,0.0709
rand,bzip.trace,49,1929,650,0.0019
lru,bzip.trace,49,1451,488,0.0015
clock,bzip.trace,49,1546,534,0.0015
rand,sixpack.trace,49,64462,15005,0.0645
lru,sixpack.trace,49,53245,10754,0.0532
clock,sixpack.trace,49,55633,11388,0.0556
rand,swim.trace,49,48184,11068,0.0482
lru,swim.trace,49,28686,6865,0.0287
clock,swim.trace,49,30230,7066,0.0302
rand,gcc.trace,50,85339,13808,0.0853
lru,gcc.trace,50,67300,9959,0.0673
clock,gcc.trace,50,70204,10495,0.0702
rand,bzip.trace,50,1870,642,0.0019
lru,bzip.trace,50,1437,482,0.0014
clock,bzip.trace,50,1529,529,0.0015
rand,sixpack.trace,50,63215,14683,0.0632
lru,sixpack.trace,50,52699,10663,0.0527
clock,sixpack.trace,50,55074,11319,0.0551
rand,swim.trace,50,46842,10678,0.0468
lru,swim.trace,50,27981,6758,0.0280
clock,swim.trace,50,29467,6956,0.0295
rand,gcc.trace,51,84460,13655,0.0845
lru,gcc.trace,51,66623,9880,0.0666
clock,gcc.trace,51,69482,10392,0.0695
rand,bzip.trace,51,1849,629,0.0018
lru,bzip.trace,51,1420,481,0.0014
clock,bzip.trace,51,1509,518,0.0015
rand,sixpack.trace,51,62418,14490,0.0624
lru,sixpack.trace,51,52194,10565,0.0522
clock,sixpack.trace,51,54472,11189,0.0545
rand,swim.trace,51,45851,10577,0.0459
